starttime	seconds	ctime	dtime	ttime	wait
Fri May 13 16:46:29 2016	1463179589	47	3	50	3
Fri May 13 16:46:31 2016	1463179591	48	2	50	2
Fri May 13 16:46:28 2016	1463179588	49	1	50	1
Fri May 13 16:46:31 2016	1463179591	49	1	50	1
Fri May 13 16:46:29 2016	1463179589	49	2	50	2
Fri May 13 16:46:27 2016	1463179587	49	2	50	2
Fri May 13 16:46:30 2016	1463179590	49	1	50	1
Fri May 13 16:46:31 2016	1463179591	48	2	50	2
Fri May 13 16:46:29 2016	1463179589	49	1	50	1
Fri May 13 16:46:32 2016	1463179592	49	2	50	2
Fri May 13 16:46:29 2016	1463179589	49	1	50	1
Fri May 13 16:46:32 2016	1463179592	49	1	50	1
Fri May 13 16:46:27 2016	1463179587	49	1	50	1
Fri May 13 16:46:30 2016	1463179590	49	1	50	1
Fri May 13 16:46:27 2016	1463179587	49	1	50	1
Fri May 13 16:46:29 2016	1463179589	49	1	50	1
Fri May 13 16:46:28 2016	1463179588	49	1	50	1
Fri May 13 16:46:30 2016	1463179590	49	2	50	2
Fri May 13 16:46:29 2016	1463179589	48	2	50	2
Fri May 13 16:46:28 2016	1463179588	49	1	51	1
Fri May 13 16:46:30 2016	1463179590	50	1	51	1
Fri May 13 16:46:31 2016	1463179591	49	2	51	2
Fri May 13 16:46:30 2016	1463179590	49	1	51	1
Fri May 13 16:46:29 2016	1463179589	49	1	51	1
Fri May 13 16:46:28 2016	1463179588	49	2	51	2
Fri May 13 16:46:31 2016	1463179591	49	1	51	1
Fri May 13 16:46:31 2016	1463179591	49	1	51	1
Fri May 13 16:46:28 2016	1463179588	49	2	51	2
Fri May 13 16:46:30 2016	1463179590	48	2	51	2
Fri May 13 16:46:28 2016	1463179588	49	1	51	1
Fri May 13 16:46:29 2016	1463179589	49	1	51	1
Fri May 13 16:46:30 2016	1463179590	49	2	51	2
Fri May 13 16:46:30 2016	1463179590	49	1	51	1
Fri May 13 16:46:29 2016	1463179589	49	1	51	1
Fri May 13 16:46:29 2016	1463179589	49	1	51	1
Fri May 13 16:46:31 2016	1463179591	49	1	51	1
Fri May 13 16:46:29 2016	1463179589	49	1	51	1
Fri May 13 16:46:31 2016	1463179591	49	2	51	2
Fri May 13 16:46:29 2016	1463179589	49	1	51	1
Fri May 13 16:46:29 2016	1463179589	49	1	51	1
Fri May 13 16:46:29 2016	1463179589	50	1	51	1
Fri May 13 16:46:30 2016	1463179590	49	1	51	1
Fri May 13 16:46:28 2016	1463179588	50	1	51	1
Fri May 13 16:46:26 2016	1463179586	49	2	51	1
Fri May 13 16:46:28 2016	1463179588	49	1	51	1
Fri May 13 16:46:31 2016	1463179591	49	2	51	2
Fri May 13 16:46:31 2016	1463179591	49	2	51	2
Fri May 13 16:46:30 2016	1463179590	48	3	51	3
Fri May 13 16:46:30 2016	1463179590	49	2	51	1
Fri May 13 16:46:30 2016	1463179590	49	2	51	2
Fri May 13 16:46:26 2016	1463179586	49	1	51	1
Fri May 13 16:46:30 2016	1463179590	49	1	51	1
Fri May 13 16:46:29 2016	1463179589	49	1	51	1
Fri May 13 16:46:30 2016	1463179590	49	1	51	1
Fri May 13 16:46:31 2016	1463179591	50	1	51	1
Fri May 13 16:46:30 2016	1463179590	50	1	51	1
Fri May 13 16:46:31 2016	1463179591	50	1	51	1
Fri May 13 16:46:31 2016	1463179591	49	1	51	1
Fri May 13 16:46:30 2016	1463179590	49	2	51	2
Fri May 13 16:46:29 2016	1463179589	50	1	51	1
Fri May 13 16:46:31 2016	1463179591	49	1	51	1
Fri May 13 16:46:29 2016	1463179589	49	2	51	2
Fri May 13 16:46:30 2016	1463179590	50	1	51	1
Fri May 13 16:46:32 2016	1463179592	48	3	51	3
Fri May 13 16:46:31 2016	1463179591	48	3	51	2
Fri May 13 16:46:31 2016	1463179591	49	2	51	2
Fri May 13 16:46:28 2016	1463179588	50	1	51	1
Fri May 13 16:46:29 2016	1463179589	49	2	51	2
Fri May 13 16:46:31 2016	1463179591	50	1	51	1
Fri May 13 16:46:29 2016	1463179589	49	2	51	2
Fri May 13 16:46:30 2016	1463179590	50	1	51	1
Fri May 13 16:46:28 2016	1463179588	50	1	51	1
Fri May 13 16:46:31 2016	1463179591	49	2	51	2
Fri May 13 16:46:29 2016	1463179589	49	2	51	2
Fri May 13 16:46:30 2016	1463179590	50	1	51	1
Fri May 13 16:46:30 2016	1463179590	48	3	51	3
Fri May 13 16:46:28 2016	1463179588	50	1	51	1
Fri May 13 16:46:28 2016	1463179588	49	2	51	2
Fri May 13 16:46:28 2016	1463179588	50	1	51	1
Fri May 13 16:46:29 2016	1463179589	50	1	51	1
Fri May 13 16:46:30 2016	1463179590	49	2	51	1
Fri May 13 16:46:31 2016	1463179591	49	2	51	2
Fri May 13 16:46:30 2016	1463179590	50	1	51	1
Fri May 13 16:46:29 2016	1463179589	49	2	51	2
Fri May 13 16:46:31 2016	1463179591	49	2	51	2
Fri May 13 16:46:29 2016	1463179589	49	2	51	2
Fri May 13 16:46:27 2016	1463179587	49	2	51	2
Fri May 13 16:46:31 2016	1463179591	47	4	51	2
Fri May 13 16:46:30 2016	1463179590	50	1	51	1
Fri May 13 16:46:31 2016	1463179591	47	5	51	1
Fri May 13 16:46:31 2016	1463179591	48	3	51	3
Fri May 13 16:46:29 2016	1463179589	50	1	51	1
Fri May 13 16:46:31 2016	1463179591	50	1	51	1
Fri May 13 16:46:31 2016	1463179591	50	1	51	1
Fri May 13 16:46:29 2016	1463179589	50	2	51	1
Fri May 13 16:46:31 2016	1463179591	51	1	51	1
Fri May 13 16:46:31 2016	1463179591	50	1	51	1
Fri May 13 16:46:27 2016	1463179587	50	1	51	1
Fri May 13 16:46:29 2016	1463179589	50	1	51	1
Fri May 13 16:46:31 2016	1463179591	51	1	51	1
Fri May 13 16:46:30 2016	1463179590	50	1	51	1
Fri May 13 16:46:27 2016	1463179587	50	1	51	1
Fri May 13 16:46:30 2016	1463179590	50	2	51	2
Fri May 13 16:46:31 2016	1463179591	50	1	51	1
Fri May 13 16:46:30 2016	1463179590	50	1	51	1
Fri May 13 16:46:31 2016	1463179591	49	2	51	2
Fri May 13 16:46:31 2016	1463179591	50	1	51	1
Fri May 13 16:46:31 2016	1463179591	50	1	51	1
Fri May 13 16:46:28 2016	1463179588	49	2	51	2
Fri May 13 16:46:28 2016	1463179588	50	1	51	1
Fri May 13 16:46:31 2016	1463179591	49	2	51	2
Fri May 13 16:46:31 2016	1463179591	49	2	51	2
Fri May 13 16:46:31 2016	1463179591	50	2	51	2
Fri May 13 16:46:30 2016	1463179590	50	1	51	1
Fri May 13 16:46:28 2016	1463179588	49	2	51	2
Fri May 13 16:46:29 2016	1463179589	49	2	51	2
Fri May 13 16:46:31 2016	1463179591	50	2	51	1
Fri May 13 16:46:30 2016	1463179590	50	1	51	1
Fri May 13 16:46:29 2016	1463179589	50	1	51	1
Fri May 13 16:46:29 2016	1463179589	48	3	51	3
Fri May 13 16:46:30 2016	1463179590	50	2	51	2
Fri May 13 16:46:31 2016	1463179591	50	1	51	1
Fri May 13 16:46:31 2016	1463179591	50	2	51	2
Fri May 13 16:46:30 2016	1463179590	50	1	51	1
Fri May 13 16:46:31 2016	1463179591	50	1	51	1
Fri May 13 16:46:30 2016	1463179590	50	1	51	1
Fri May 13 16:46:31 2016	1463179591	49	2	51	2
Fri May 13 16:46:27 2016	1463179587	50	2	51	1
Fri May 13 16:46:31 2016	1463179591	49	2	51	2
Fri May 13 16:46:31 2016	1463179591	50	1	51	1
Fri May 13 16:46:28 2016	1463179588	49	3	51	2
Fri May 13 16:46:31 2016	1463179591	50	2	52	2
Fri May 13 16:46:28 2016	1463179588	49	3	52	3
Fri May 13 16:46:29 2016	1463179589	51	1	52	1
Fri May 13 16:46:31 2016	1463179591	50	1	52	1
Fri May 13 16:46:27 2016	1463179587	51	1	52	1
Fri May 13 16:46:28 2016	1463179588	50	2	52	2
Fri May 13 16:46:30 2016	1463179590	50	1	52	1
Fri May 13 16:46:30 2016	1463179590	50	2	52	2
Fri May 13 16:46:29 2016	1463179589	50	2	52	2
Fri May 13 16:46:28 2016	1463179588	50	1	52	1
Fri May 13 16:46:28 2016	1463179588	51	1	52	1
Fri May 13 16:46:30 2016	1463179590	51	1	52	1
Fri May 13 16:46:28 2016	1463179588	50	1	52	1
Fri May 13 16:46:30 2016	1463179590	50	1	52	1
Fri May 13 16:46:30 2016	1463179590	50	1	52	1
Fri May 13 16:46:31 2016	1463179591	50	2	52	2
Fri May 13 16:46:30 2016	1463179590	50	1	52	1
Fri May 13 16:46:30 2016	1463179590	50	1	52	1
Fri May 13 16:46:31 2016	1463179591	50	1	52	1
Fri May 13 16:46:29 2016	1463179589	50	1	52	1
Fri May 13 16:46:29 2016	1463179589	50	2	52	2
Fri May 13 16:46:28 2016	1463179588	50	1	52	1
Fri May 13 16:46:31 2016	1463179591	51	1	52	1
Fri May 13 16:46:29 2016	1463179589	50	2	52	2
Fri May 13 16:46:31 2016	1463179591	51	1	52	1
Fri May 13 16:46:30 2016	1463179590	50	2	52	2
Fri May 13 16:46:31 2016	1463179591	50	1	52	1
Fri May 13 16:46:29 2016	1463179589	51	1	52	1
Fri May 13 16:46:30 2016	1463179590	50	2	52	2
Fri May 13 16:46:30 2016	1463179590	50	2	52	2
Fri May 13 16:46:31 2016	1463179591	51	1	52	1
Fri May 13 16:46:28 2016	1463179588	50	2	52	2
Fri May 13 16:46:29 2016	1463179589	48	4	52	4
Fri May 13 16:46:31 2016	1463179591	51	1	52	1
Fri May 13 16:46:31 2016	1463179591	49	3	52	3
Fri May 13 16:46:26 2016	1463179586	51	1	52	1
Fri May 13 16:46:30 2016	1463179590	51	1	52	1
Fri May 13 16:46:30 2016	1463179590	51	1	52	1
Fri May 13 16:46:31 2016	1463179591	51	1	52	1
Fri May 13 16:46:28 2016	1463179588	48	4	52	4
Fri May 13 16:46:27 2016	1463179587	48	4	52	4
Fri May 13 16:46:31 2016	1463179591	50	1	52	1
Fri May 13 16:46:30 2016	1463179590	50	2	52	2
Fri May 13 16:46:30 2016	1463179590	51	1	52	1
Fri May 13 16:46:31 2016	1463179591	51	1	52	1
Fri May 13 16:46:31 2016	1463179591	51	1	52	1
Fri May 13 16:46:30 2016	1463179590	51	1	52	1
Fri May 13 16:46:30 2016	1463179590	51	1	52	1
Fri May 13 16:46:29 2016	1463179589	51	1	52	1
Fri May 13 16:46:30 2016	1463179590	51	1	52	1
Fri May 13 16:46:32 2016	1463179592	51	1	52	1
Fri May 13 16:46:28 2016	1463179588	51	1	52	1
Fri May 13 16:46:29 2016	1463179589	51	1	52	1
Fri May 13 16:46:31 2016	1463179591	51	1	52	1
Fri May 13 16:46:32 2016	1463179592	51	1	52	1
Fri May 13 16:46:30 2016	1463179590	50	2	52	2
Fri May 13 16:46:30 2016	1463179590	51	1	52	1
Fri May 13 16:46:31 2016	1463179591	51	2	52	1
Fri May 13 16:46:31 2016	1463179591	51	1	52	1
Fri May 13 16:46:29 2016	1463179589	48	4	52	3
Fri May 13 16:46:28 2016	1463179588	51	1	52	1
Fri May 13 16:46:29 2016	1463179589	51	1	52	1
Fri May 13 16:46:30 2016	1463179590	51	1	52	1
Fri May 13 16:46:31 2016	1463179591	50	2	52	2
Fri May 13 16:46:31 2016	1463179591	50	2	52	2
Fri May 13 16:46:31 2016	1463179591	51	1	52	1
Fri May 13 16:46:31 2016	1463179591	51	2	52	1
Fri May 13 16:46:30 2016	1463179590	48	4	52	4
Fri May 13 16:46:28 2016	1463179588	50	3	52	3
Fri May 13 16:46:30 2016	1463179590	51	1	52	1
Fri May 13 16:46:28 2016	1463179588	51	1	52	1
Fri May 13 16:46:31 2016	1463179591	51	1	52	1
Fri May 13 16:46:32 2016	1463179592	49	4	52	3
Fri May 13 16:46:28 2016	1463179588	51	2	52	2
Fri May 13 16:46:31 2016	1463179591	51	2	52	2
Fri May 13 16:46:29 2016	1463179589	51	1	52	1
Fri May 13 16:46:30 2016	1463179590	50	2	52	2
Fri May 13 16:46:31 2016	1463179591	51	2	52	2
Fri May 13 16:46:31 2016	1463179591	50	2	52	2
Fri May 13 16:46:31 2016	1463179591	49	3	52	2
Fri May 13 16:46:28 2016	1463179588	51	1	52	1
Fri May 13 16:46:31 2016	1463179591	51	1	52	1
Fri May 13 16:46:31 2016	1463179591	49	3	52	3
Fri May 13 16:46:28 2016	1463179588	51	1	52	1
Fri May 13 16:46:29 2016	1463179589	51	2	52	2
Fri May 13 16:46:31 2016	1463179591	47	5	52	4
Fri May 13 16:46:32 2016	1463179592	51	1	52	1
Fri May 13 16:46:30 2016	1463179590	48	4	52	2
Fri May 13 16:46:27 2016	1463179587	50	2	52	2
Fri May 13 16:46:32 2016	1463179592	51	1	52	1
Fri May 13 16:46:31 2016	1463179591	51	1	53	1
Fri May 13 16:46:32 2016	1463179592	51	2	53	2
Fri May 13 16:46:31 2016	1463179591	51	2	53	2
Fri May 13 16:46:29 2016	1463179589	48	4	53	4
Fri May 13 16:46:31 2016	1463179591	51	1	53	1
Fri May 13 16:46:29 2016	1463179589	50	2	53	2
Fri May 13 16:46:28 2016	1463179588	51	1	53	1
Fri May 13 16:46:32 2016	1463179592	50	2	53	2
Fri May 13 16:46:31 2016	1463179591	50	2	53	2
Fri May 13 16:46:30 2016	1463179590	51	2	53	2
Fri May 13 16:46:32 2016	1463179592	51	2	53	2
Fri May 13 16:46:28 2016	1463179588	50	2	53	2
Fri May 13 16:46:29 2016	1463179589	47	6	53	3
Fri May 13 16:46:30 2016	1463179590	52	1	53	1
Fri May 13 16:46:27 2016	1463179587	51	1	53	1
Fri May 13 16:46:29 2016	1463179589	51	2	53	2
Fri May 13 16:46:28 2016	1463179588	51	2	53	2
Fri May 13 16:46:31 2016	1463179591	52	1	53	1
Fri May 13 16:46:31 2016	1463179591	51	2	53	2
Fri May 13 16:46:30 2016	1463179590	50	3	53	1
Fri May 13 16:46:30 2016	1463179590	51	2	53	2
Fri May 13 16:46:31 2016	1463179591	52	1	53	1
Fri May 13 16:46:30 2016	1463179590	49	3	53	3
Fri May 13 16:46:30 2016	1463179590	50	3	53	3
Fri May 13 16:46:31 2016	1463179591	49	4	53	4
Fri May 13 16:46:32 2016	1463179592	51	2	53	2
Fri May 13 16:46:29 2016	1463179589	52	1	53	1
Fri May 13 16:46:31 2016	1463179591	51	2	53	2
Fri May 13 16:46:31 2016	1463179591	52	1	53	1
Fri May 13 16:46:32 2016	1463179592	51	2	53	2
Fri May 13 16:46:32 2016	1463179592	49	4	53	1
Fri May 13 16:46:31 2016	1463179591	51	2	53	2
Fri May 13 16:46:30 2016	1463179590	51	2	53	2
Fri May 13 16:46:28 2016	1463179588	51	2	53	2
Fri May 13 16:46:27 2016	1463179587	52	1	53	1
Fri May 13 16:46:31 2016	1463179591	52	1	53	1
Fri May 13 16:46:30 2016	1463179590	51	3	53	3
Fri May 13 16:46:28 2016	1463179588	52	1	53	1
Fri May 13 16:46:32 2016	1463179592	51	3	53	2
Fri May 13 16:46:29 2016	1463179589	52	1	53	1
Fri May 13 16:46:32 2016	1463179592	51	2	53	2
Fri May 13 16:46:32 2016	1463179592	51	3	53	2
Fri May 13 16:46:29 2016	1463179589	52	1	53	1
Fri May 13 16:46:31 2016	1463179591	50	3	53	3
Fri May 13 16:46:32 2016	1463179592	51	2	53	2
Fri May 13 16:46:31 2016	1463179591	52	1	53	1
Fri May 13 16:46:32 2016	1463179592	52	1	53	1
Fri May 13 16:46:31 2016	1463179591	50	3	53	3
Fri May 13 16:46:27 2016	1463179587	52	2	53	2
Fri May 13 16:46:31 2016	1463179591	52	1	53	1
Fri May 13 16:46:30 2016	1463179590	52	2	53	2
Fri May 13 16:46:32 2016	1463179592	49	5	53	4
Fri May 13 16:46:32 2016	1463179592	50	3	53	3
Fri May 13 16:46:28 2016	1463179588	52	1	54	1
Fri May 13 16:46:29 2016	1463179589	48	5	54	3
Fri May 13 16:46:31 2016	1463179591	52	2	54	2
Fri May 13 16:46:31 2016	1463179591	52	2	54	2
Fri May 13 16:46:31 2016	1463179591	51	2	54	2
Fri May 13 16:46:32 2016	1463179592	52	2	54	1
Fri May 13 16:46:31 2016	1463179591	52	2	54	2
Fri May 13 16:46:30 2016	1463179590	51	3	54	3
Fri May 13 16:46:28 2016	1463179588	52	1	54	1
Fri May 13 16:46:32 2016	1463179592	52	1	54	1
Fri May 13 16:46:27 2016	1463179587	52	1	54	1
Fri May 13 16:46:29 2016	1463179589	53	1	54	1
Fri May 13 16:46:30 2016	1463179590	51	2	54	2
Fri May 13 16:46:30 2016	1463179590	52	2	54	2
Fri May 13 16:46:30 2016	1463179590	51	3	54	3
Fri May 13 16:46:31 2016	1463179591	51	3	54	3
Fri May 13 16:46:31 2016	1463179591	52	1	54	1
Fri May 13 16:46:30 2016	1463179590	52	2	54	2
Fri May 13 16:46:32 2016	1463179592	51	3	54	3
Fri May 13 16:46:28 2016	1463179588	53	1	54	1
Fri May 13 16:46:32 2016	1463179592	53	1	54	1
Fri May 13 16:46:30 2016	1463179590	51	3	54	3
Fri May 13 16:46:31 2016	1463179591	51	3	54	3
Fri May 13 16:46:31 2016	1463179591	53	1	54	1
Fri May 13 16:46:28 2016	1463179588	53	1	54	1
Fri May 13 16:46:29 2016	1463179589	53	1	54	1
Fri May 13 16:46:30 2016	1463179590	53	1	54	1
Fri May 13 16:46:28 2016	1463179588	53	1	54	1
Fri May 13 16:46:28 2016	1463179588	50	4	54	2
Fri May 13 16:46:28 2016	1463179588	50	5	54	4
Fri May 13 16:46:31 2016	1463179591	52	2	54	2
Fri May 13 16:46:30 2016	1463179590	50	4	54	4
Fri May 13 16:46:31 2016	1463179591	52	2	54	2
Fri May 13 16:46:28 2016	1463179588	50	4	54	4
Fri May 13 16:46:28 2016	1463179588	52	2	54	2
Fri May 13 16:46:31 2016	1463179591	53	1	54	1
Fri May 13 16:46:29 2016	1463179589	53	2	54	1
Fri May 13 16:46:27 2016	1463179587	53	1	54	1
Fri May 13 16:46:29 2016	1463179589	53	1	54	1
Fri May 13 16:46:29 2016	1463179589	53	1	54	1
Fri May 13 16:46:28 2016	1463179588	53	1	54	1
Fri May 13 16:46:26 2016	1463179586	52	2	54	2
Fri May 13 16:46:32 2016	1463179592	52	2	54	2
Fri May 13 16:46:31 2016	1463179591	51	3	54	2
Fri May 13 16:46:28 2016	1463179588	53	1	54	1
Fri May 13 16:46:28 2016	1463179588	53	2	54	2
Fri May 13 16:46:32 2016	1463179592	51	3	54	3
Fri May 13 16:46:31 2016	1463179591	52	2	54	2
Fri May 13 16:46:29 2016	1463179589	53	2	54	2
Fri May 13 16:46:31 2016	1463179591	49	5	54	2
Fri May 13 16:46:31 2016	1463179591	52	2	54	2
Fri May 13 16:46:28 2016	1463179588	53	1	54	1
Fri May 13 16:46:30 2016	1463179590	50	4	54	2
Fri May 13 16:46:29 2016	1463179589	53	1	55	1
Fri May 13 16:46:28 2016	1463179588	53	1	55	1
Fri May 13 16:46:32 2016	1463179592	51	3	55	3
Fri May 13 16:46:28 2016	1463179588	52	3	55	3
Fri May 13 16:46:32 2016	1463179592	53	1	55	1
Fri May 13 16:46:30 2016	1463179590	53	1	55	1
Fri May 13 16:46:32 2016	1463179592	53	1	55	1
Fri May 13 16:46:30 2016	1463179590	54	1	55	1
Fri May 13 16:46:29 2016	1463179589	51	4	55	4
Fri May 13 16:46:30 2016	1463179590	52	3	55	2
Fri May 13 16:46:30 2016	1463179590	52	2	55	2
Fri May 13 16:46:29 2016	1463179589	52	3	55	3
Fri May 13 16:46:31 2016	1463179591	52	3	55	3
Fri May 13 16:46:32 2016	1463179592	53	2	55	2
Fri May 13 16:46:30 2016	1463179590	52	3	55	3
Fri May 13 16:46:29 2016	1463179589	53	2	55	2
Fri May 13 16:46:29 2016	1463179589	51	4	55	3
Fri May 13 16:46:29 2016	1463179589	52	3	55	2
Fri May 13 16:46:32 2016	1463179592	53	2	55	2
Fri May 13 16:46:28 2016	1463179588	53	2	55	2
Fri May 13 16:46:32 2016	1463179592	53	2	55	2
Fri May 13 16:46:29 2016	1463179589	54	1	55	1
Fri May 13 16:46:29 2016	1463179589	50	5	55	2
Fri May 13 16:46:32 2016	1463179592	53	2	55	2
Fri May 13 16:46:32 2016	1463179592	48	7	55	5
Fri May 13 16:46:29 2016	1463179589	54	1	55	1
Fri May 13 16:46:32 2016	1463179592	54	1	55	1
Fri May 13 16:46:31 2016	1463179591	53	2	55	2
Fri May 13 16:46:28 2016	1463179588	54	2	55	2
Fri May 13 16:46:32 2016	1463179592	54	1	55	1
Fri May 13 16:46:29 2016	1463179589	55	1	55	1
Fri May 13 16:46:31 2016	1463179591	54	1	55	1
Fri May 13 16:46:32 2016	1463179592	54	1	55	1
Fri May 13 16:46:31 2016	1463179591	53	3	55	3
Fri May 13 16:46:32 2016	1463179592	50	6	55	1
Fri May 13 16:46:31 2016	1463179591	53	2	55	2
Fri May 13 16:46:31 2016	1463179591	53	2	56	2
Fri May 13 16:46:26 2016	1463179586	53	2	56	2
Fri May 13 16:46:29 2016	1463179589	53	3	56	3
Fri May 13 16:46:29 2016	1463179589	50	6	56	5
Fri May 13 16:46:32 2016	1463179592	54	2	56	2
Fri May 13 16:46:29 2016	1463179589	54	2	56	2
Fri May 13 16:46:31 2016	1463179591	50	6	56	5
Fri May 13 16:46:29 2016	1463179589	54	1	56	1
Fri May 13 16:46:28 2016	1463179588	54	2	56	2
Fri May 13 16:46:28 2016	1463179588	51	5	56	4
Fri May 13 16:46:31 2016	1463179591	50	6	56	5
Fri May 13 16:46:32 2016	1463179592	53	3	56	3
Fri May 13 16:46:30 2016	1463179590	54	2	56	2
Fri May 13 16:46:31 2016	1463179591	54	2	56	2
Fri May 13 16:46:32 2016	1463179592	55	1	56	1
Fri May 13 16:46:32 2016	1463179592	54	2	56	1
Fri May 13 16:46:28 2016	1463179588	53	3	56	3
Fri May 13 16:46:28 2016	1463179588	55	1	56	1
Fri May 13 16:46:31 2016	1463179591	54	2	56	2
Fri May 13 16:46:32 2016	1463179592	54	2	56	2
Fri May 13 16:46:32 2016	1463179592	50	6	56	4
Fri May 13 16:46:28 2016	1463179588	53	3	56	3
Fri May 13 16:46:31 2016	1463179591	55	1	56	1
Fri May 13 16:46:31 2016	1463179591	55	1	56	1
Fri May 13 16:46:29 2016	1463179589	55	2	56	1
Fri May 13 16:46:31 2016	1463179591	55	1	56	1
Fri May 13 16:46:28 2016	1463179588	55	1	56	1
Fri May 13 16:46:32 2016	1463179592	54	2	56	2
Fri May 13 16:46:32 2016	1463179592	54	2	56	2
Fri May 13 16:46:30 2016	1463179590	53	4	56	4
Fri May 13 16:46:29 2016	1463179589	54	3	57	3
Fri May 13 16:46:30 2016	1463179590	55	2	57	2
Fri May 13 16:46:26 2016	1463179586	53	4	57	2
Fri May 13 16:46:30 2016	1463179590	48	9	57	4
Fri May 13 16:46:30 2016	1463179590	55	2	57	2
Fri May 13 16:46:29 2016	1463179589	51	6	57	5
Fri May 13 16:46:28 2016	1463179588	55	2	57	2
Fri May 13 16:46:30 2016	1463179590	55	2	57	2
Fri May 13 16:46:28 2016	1463179588	56	1	57	1
Fri May 13 16:46:31 2016	1463179591	54	3	57	3
Fri May 13 16:46:31 2016	1463179591	54	2	57	2
Fri May 13 16:46:32 2016	1463179592	55	1	57	1
Fri May 13 16:46:32 2016	1463179592	55	2	57	2
Fri May 13 16:46:31 2016	1463179591	55	1	57	1
Fri May 13 16:46:26 2016	1463179586	54	3	57	3
Fri May 13 16:46:32 2016	1463179592	56	1	57	1
Fri May 13 16:46:30 2016	1463179590	56	2	57	2
Fri May 13 16:46:29 2016	1463179589	47	10	57	10
Fri May 13 16:46:32 2016	1463179592	51	6	57	6
Fri May 13 16:46:32 2016	1463179592	56	2	57	2
Fri May 13 16:46:28 2016	1463179588	55	2	57	2
Fri May 13 16:46:32 2016	1463179592	54	4	57	3
Fri May 13 16:46:30 2016	1463179590	54	4	57	4
Fri May 13 16:46:26 2016	1463179586	55	3	57	3
Fri May 13 16:46:32 2016	1463179592	55	3	58	3
Fri May 13 16:46:28 2016	1463179588	57	1	58	1
Fri May 13 16:46:29 2016	1463179589	56	2	58	2
Fri May 13 16:46:28 2016	1463179588	56	2	58	2
Fri May 13 16:46:29 2016	1463179589	55	3	58	3
Fri May 13 16:46:29 2016	1463179589	55	3	58	3
Fri May 13 16:46:31 2016	1463179591	56	2	58	2
Fri May 13 16:46:29 2016	1463179589	56	2	58	1
Fri May 13 16:46:26 2016	1463179586	56	2	58	2
Fri May 13 16:46:28 2016	1463179588	56	2	58	1
Fri May 13 16:46:29 2016	1463179589	54	4	58	3
Fri May 13 16:46:32 2016	1463179592	56	3	58	2
Fri May 13 16:46:32 2016	1463179592	57	1	58	1
Fri May 13 16:46:29 2016	1463179589	57	1	58	1
Fri May 13 16:46:32 2016	1463179592	57	2	58	2
Fri May 13 16:46:32 2016	1463179592	57	2	58	2
Fri May 13 16:46:29 2016	1463179589	55	3	58	3
Fri May 13 16:46:31 2016	1463179591	52	7	58	6
Fri May 13 16:46:27 2016	1463179587	57	1	59	1
Fri May 13 16:46:31 2016	1463179591	55	4	59	3
Fri May 13 16:46:32 2016	1463179592	58	1	59	1
Fri May 13 16:46:28 2016	1463179588	51	8	59	7
Fri May 13 16:46:32 2016	1463179592	51	9	60	7
Fri May 13 16:46:29 2016	1463179589	58	3	60	2
Fri May 13 16:46:32 2016	1463179592	58	2	60	2
Fri May 13 16:46:32 2016	1463179592	59	2	61	2
Fri May 13 16:46:27 2016	1463179587	60	1	61	1
Fri May 13 16:46:32 2016	1463179592	57	4	61	3
Fri May 13 16:46:27 2016	1463179587	60	1	61	1
Fri May 13 16:46:30 2016	1463179590	53	9	61	6
Fri May 13 16:46:27 2016	1463179587	60	1	62	1
Fri May 13 16:46:32 2016	1463179592	60	3	62	3
Fri May 13 16:46:30 2016	1463179590	59	3	62	3
Fri May 13 16:46:32 2016	1463179592	59	3	62	3
Fri May 13 16:46:30 2016	1463179590	54	9	63	7
Fri May 13 16:46:27 2016	1463179587	62	1	63	1
Fri May 13 16:46:27 2016	1463179587	61	1	63	1
Fri May 13 16:46:27 2016	1463179587	63	1	64	1
Fri May 13 16:46:31 2016	1463179591	61	11	71	11
Fri May 13 16:46:30 2016	1463179590	70	1	72	1
Fri May 13 16:46:27 2016	1463179587	97	1	98	1
Fri May 13 16:46:30 2016	1463179590	248	1	249	1
Fri May 13 16:46:28 2016	1463179588	247	2	249	2
Fri May 13 16:46:30 2016	1463179590	249	1	249	1
Fri May 13 16:46:30 2016	1463179590	249	1	250	1
Fri May 13 16:46:28 2016	1463179588	247	3	250	3
Fri May 13 16:46:31 2016	1463179591	248	2	250	2
Fri May 13 16:46:28 2016	1463179588	249	1	250	1
Fri May 13 16:46:31 2016	1463179591	249	1	251	1
Fri May 13 16:46:30 2016	1463179590	250	1	251	1
Fri May 13 16:46:31 2016	1463179591	249	2	251	2
Fri May 13 16:46:28 2016	1463179588	250	1	251	1
Fri May 13 16:46:29 2016	1463179589	250	1	251	1
Fri May 13 16:46:29 2016	1463179589	250	1	251	1
Fri May 13 16:46:31 2016	1463179591	250	1	251	1
Fri May 13 16:46:30 2016	1463179590	250	1	251	1
Fri May 13 16:46:30 2016	1463179590	250	1	252	1
Fri May 13 16:46:30 2016	1463179590	250	1	252	1
Fri May 13 16:46:30 2016	1463179590	251	1	252	1
Fri May 13 16:46:31 2016	1463179591	251	1	252	1
Fri May 13 16:46:31 2016	1463179591	251	1	252	1
Fri May 13 16:46:29 2016	1463179589	250	2	252	2
